video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=KhU9fol5PLg&pp=ygUFV1dJSUk%3D,/@TheMajorityReport,The Majority Report w/ Sam Seder,Are We Already In World War 3?,觀看次數：11萬次,1 個月前,#SamSeder #EmmaVigeland #MajorityReport #politics #news #progressive #leftist #democrats #liberal SUPPORT the show by ...,2024-01-16 23:44:32.990698
/watch?v=CCIyFmMjNL0&pp=ygUFV1dJSUk%3D,/@uncvrd,UNCVRD,grandson - WWIII (Lyrics),觀看次數：25萬次,3 年前,Lyrics for grandson - WWIII :) [Chorus] Tell me what I'm supposed to think When the bullets start to pour Lie about some greater ...,2024-01-16 23:44:32.992382
/watch?v=dDX_0Rel3t0&pp=ygUFV1dJSUk%3D,/channel/UCXc-hFBjZWFtwrIK91vHB8A,Ruth B.,Ruth B. - World War 3 (Audio),觀看次數：157萬次,6 年前,"Ruth B.'s debut album 'Safe Haven' ft. ""Superficial Love"" & ""Lost Boy"" is available now!: http://smarturl.it/safehavenruthb Follow ...",2024-01-16 23:44:32.993923
/watch?v=85SJ2Oj1RWE&pp=ygUFV1dJSUk%3D,/@ScorpoYT,Scorpo,WORLD WAR III Trailer,觀看次數：60萬次,4 個月前,Most Peaceful Day On EARTH! ▻MERCH: https://my-store-5193770.creator-spring.com ▻Patreon: ...,2024-01-16 23:44:32.995384
/watch?v=JkQG2PBQ_48&pp=ygUFV1dJSUk%3D,/@ForbesBreakingNews,Forbes Breaking News,JUST IN: Trump Warns 'World War III Has Never Been Closer',觀看次數：286萬次,10 個月前,"In a video released to social media, former President Trump warned of the threat of World War III, and detailed a plan to battle ...",2024-01-16 23:44:32.996794
/watch?v=SRa3vZ6R93I&pp=ygUFV1dJSUk%3D,/@TemplinInstitute,The Templin Institute,World War Three | World in Conflict,觀看次數：24萬次,6 個月前,"In 1989, the Cold War was supposed to end. It didn't. The Templin Institute. Investigating alternate worlds. New episodes every ...",2024-01-16 23:44:32.999199
/watch?v=3y4iMT4nasY&pp=ygUFV1dJSUk%3D,/@AnnafromUkraine,Anna from Ukraine,IS IT WORLD WAR III ALREADY? Q&A with @AnnafromUkraine,觀看次數：1.6萬次,直播時間：3 天前,You can always buy me a coffee for more video projects to come: ☕️ https://www.buymeacoffee.com/AnnafromUkraine or ...,2024-01-16 23:44:33.000738
/watch?v=vYmgZJG9SdQ&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,Least Safe Countries If World War 3 Breaks Out,觀看次數：170萬次,5 個月前,"The next world war will be a battle that will span across the entire globe, but there will be some locations more dangerous than ...",2024-01-16 23:44:33.002094
/watch?v=ysgzR2jMwNE&pp=ygUFV1dJSUk%3D,/@gamespot,GameSpot,World War 3 - Announcement Trailer,觀看次數：399萬次,5 年前,"World War 3 is a multiplayer military FPS set in a modern, global conflict. Coming to Steam in Fall 2018.",2024-01-16 23:44:33.003473
/watch?v=qlNNetHEMYs&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,US World War 3 Plan,觀看次數：364萬次,1 年前,"With China testing the waters in the Pacific, and Russia's invasion of Ukraine, it's safe to say it won't be long before the United ...",2024-01-16 23:44:33.004699
/watch?v=oB9I9GoOvAA&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,China's World War 3 Plan,觀看次數：215萬次,1 年前,"China is in a unique position as it's one of the few trade partners Russia has left, but China also has its sights set on expanding ...",2024-01-16 23:44:33.006021
/watch?v=Fu81WlXh6P4&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,Countries That Will Be Destroyed Because of World War 3,觀看次數：278萬次,11 個月前,"Negotiations are over, the weapons are on high alert, and World War 3 is imminent. Where is the best place to be…and which ...",2024-01-16 23:44:33.007416
/watch?v=fEULBiz50aU&pp=ygUFV1dJSUk%3D,/@epitaph,Epitaph Records,"poptropicaslutz! - ""WW3"" (feat. RIZ LA VIE & GRANDMA)",觀看次數：7.5萬次,1 年前,"Directed by: Aaron Fenichell and Dante Napoli Production Company: Blindlight co. Editor: Aaron Fenichell, Aditya Kalale VFX: ...",2024-01-16 23:44:33.008713
/watch?v=qMEzXeXuHno&pp=ygUFV1dJSUk%3D,/@talktv,TalkTV,“We’ve Got The Seeds Of World War THREE On Our Hands Here” | Kevin O’Sullivan,觀看次數：1.1萬次,6 天前,American and UK forces shot down 21 drones and missiles fired by Yemen-based Houthis on Tuesday into the Southern Red Sea ...,2024-01-16 23:44:33.009965
/watch?v=ziuhoOa2qpA&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,Aftermath of World War 3,觀看次數：88萬次,10 個月前,"The first and second world wars reshuffled borders around the world, but nowhere more significantly than in Europe. And if it ...",2024-01-16 23:44:33.011228
/watch?v=3W6adBhABog&pp=ygUFV1dJSUk%3D,/@9NewsAUS,9 News Australia,China issues grim warning for possible 'World War III' | 9 News Australia,觀看次數：38萬次,9 個月前,"Join 9News for the latest in news and events that affect you in your local city, as well as news from across Australia and the world.",2024-01-16 23:44:33.012445
/watch?v=hG0ROjzgEA0&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,World War 3 (Hour by Hour),觀看次數：478萬次,1 年前,World War 3 has started and there is nothing that can anyone can do to stop it. Check out today's epic new video that breaks down ...,2024-01-16 23:44:41.143314
/watch?v=MbKguA61g90&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,Germany's World War 3 Plan,觀看次數：61萬次,9 個月前,"European nations have had a front-row seat to the war in Ukraine and the lengths Putin will go to expand Russia's territory, ...",2024-01-16 23:44:41.146625
/shorts/NVUyS_HBamQ,/@WhatIfScienceShow,What If,What If World War 3 Starts Tomorrow? #Shorts,觀看次數：175萬次,10 個月前,"Human history has been full of battles and wars, some big and some small. But if World War 3 were to happen, it might be ...",2024-01-16 23:44:41.151796
/watch?v=I-VvN0Im6ro&pp=ygUFV1dJSUk%3D,/@FoxBusiness,Fox Business,"This looks like the beginning of World War III, China expert warns",觀看次數：87萬次,3 個月前,"Gatestone Institute senior fellow Gordon Chang discusses China calling for a ceasefire after Hamas attacks on Israel, U.S. Senate ...",2024-01-16 23:44:41.154729
/watch?v=w9GyrrwYd2c&pp=ygUFV1dJSUk%3D,/@GTimelapse,GameTimelapse,[HoI4] World War 3 [AI Simulation] 2023,觀看次數：11萬次,9 個月前,HoI4 AI simulation of World War 3 - in 2023. Discord - https://discord.com/invite/nzsmyssRtS Web site ...,2024-01-16 23:44:41.159802
/watch?v=BifHq-uOzU0&pp=ygUFV1dJSUk%3D,/channel/UChH-6GIJi1gvcJVxUs4d4IQ,Paloma Faith,Paloma Faith - WW3 (Official Audio),觀看次數：3.7萬次,4 年前,#PalomaFaith #WW3 #PalomaFaithOfficial #PalomaFaithTopTracks #PalomaFaithOfficialVideo #PalomaFaithEssential ...,2024-01-16 23:44:41.162607
/watch?v=lONhG7XAhKw&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,What If World War III Broke Out Between NATO and Russia,觀看次數：73萬次,7 個月前,It's possible that tensions between Russia and NATO could boil over into a full-on World War 3. What would that scenario be like?,2024-01-16 23:44:41.167130
/watch?v=CuePmT0hoaw&pp=ygUFV1dJSUk%3D,/@WorldWar3TheGame,World War 3,World War 3 | Operation Redline Announcement Trailer,觀看次數：17萬次,1 年前,World War 3 is an online multiplayer tactical FPS set against the backdrop of a modern global conflict. Team up to outgun and ...,2024-01-16 23:44:41.169947
/watch?v=pdldBnWnTIk&pp=ygUFV1dJSUk%3D,/@WION,WION,Nostradamus' sensational predictions for 2024 | WION Originals,觀看次數：80萬次,2 週前,"Nostradamus, a 16th-century seer, continues to fascinate the world with his predictions. The French astrologer published his book ...",2024-01-16 23:44:41.173044
/watch?v=mo1BE9sEubQ&pp=ygUFV1dJSUk%3D,/channel/UC7uKo-thnPmDU9vvxhEsr_w,SadBoy Loko,Sadboy Loko - WW3,觀看次數：42萬次,8 個月前,World war 3 by Sadboy Loko produced by DjLastnight #sadboyloko #WW3 #forthehood #sadboy PRE-ORDER LINK ...,2024-01-16 23:44:41.176115
/watch?v=_yPH_o7IGhM&pp=ygUFV1dJSUk%3D,/@ABCNews,ABC News,Russian official warns Ukraine conflict could bring WWIII l GMA,觀看次數：98萬次,1 年前,Officials from over 20 countries convened in Germany to discuss how to support Ukraine as Russia's foreign minister warned in an ...,2024-01-16 23:44:41.179185
/watch?v=-aQ5WMEKJVw&pp=ygUFV1dJSUk%3D,/@CNBCtelevision,CNBC Television,Are we heading toward World War III?,觀看次數：20萬次,1 年前,Turn to CNBC TV for the latest stock market news and analysis. From market futures to live price updates CNBC is the leader in ...,2024-01-16 23:44:41.182455
/watch?v=YQFY_nGWoSI&pp=ygUFV1dJSUk%3D,/channel/UCGVB1jTH3__fUh1Lfp53onA,Addison Grace,Addison Grace - WW3,觀看次數：3.5萬次,9 個月前,"""WW3"" is out now on all streaming services - https://addisongrace.ffm.to/addisongraceww3 Stream Addison's newest EP ""Things ...",2024-01-16 23:44:41.185342
/watch?v=iwGzl0EyuCs&pp=ygUFV1dJSUk%3D,/@USATODAY,USA TODAY,U.S.-Iran tensions: How close are we to WWIII? | Just The FAQs,觀看次數：44萬次,4 年前,The killing of top Iranian Gen. Qasem Soleimani in an airstrike ordered by President Donald Trump last week sparked concerns ...,2024-01-16 23:44:41.188721
/watch?v=jyLr1dVJ6XQ&pp=ygUFV1dJSUk%3D,/@talktv,TalkTV,“If We’re Not Careful Here Comes World War 3” US And UK Shoot Down Houthi Drone Attack In Red Sea,觀看次數：4.7萬次,6 天前,US and UK forces shot down 21 drones and missiles fired by Yemen-based Houthis into the Southern Red Sea towards ...,2024-01-16 23:44:41.191564
/watch?v=BTv8AOJiXc4&pp=ygUFV1dJSUk%3D,/@theipaper,The i Paper,'WW3 Is Not That Far Away' The War In Ukraine In 2023 | Hamish de Bretton-Gordon,觀看次數：7635次,3 週前,"As Ukraine's war with Russia prepares to enter its third year, former British Army tank commander Hamish de Bretton-Gordon ...",2024-01-16 23:44:41.194723
/shorts/BUYMqwsuv_E,/@TheInfographicsShow,The Infographics Show,These Countries Will Be Absolutely Destroyed During WW3,觀看次數：63萬次,7 個月前,Which countries would be destroyed during World War III the country's most in danger are the ones directly in the line of fire this ...,2024-01-16 23:44:41.198155
/watch?v=xtv9CcrLaeI&pp=ygUFV1dJSUk%3D,/@TheNotaRubicon,NotaRubicon Productions,Get Ready For World War III - The Guerrilla's Guide To The Baofeng Radio - Prepping For WW3,觀看次數：7萬次,1 個月前,"Get the book ""The Guerrilla's Guide To The Baofeng Radio"" here: -- https://amzn.to/3Nxzvke **UPDATE! - There is no Kindle ...",2024-01-16 23:44:51.714586
/watch?v=D4Q_XYVescc&pp=ygUFV1dJSUk%3D,/@CallofDuty,Call of Duty,Official Reveal Trailer | Call of Duty: WWII,觀看次數：2579萬次,6 年前,"WWII confirmed. Over two years in the making, Sledgehammer Games delivers a gritty, personal experience in the setting of the ...",2024-01-16 23:44:51.718326
/watch?v=MoRgK9OcfBU&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,Why China's Nine-Dash Line Will Cause World War 3,觀看次數：70萬次,3 個月前,"China has been making bold moves in the South China Sea, laying claim to territory that has led to many disputes with ...",2024-01-16 23:44:51.721484
/watch?v=iskzkj0OjmY&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,What Are The Chances of World War 3? And Other WW3 Stories (Compilation),觀看次數：11萬次,2 個月前,00:00 What Are The Chances of World War 3? 05:42 World War 3 (Hour by Hour) 38:10 Why You Wouldn't Survive World War 3 ...,2024-01-16 23:44:51.725964
/watch?v=pUm6tIjMhOA&pp=ygUFV1dJSUk%3D,/@talktv,TalkTV,‘This Isn’t World War THREE' Tobias Ellwood Analyses US-UK Strikes On Houthi Targets In Yemen,觀看次數：1.5萬次,4 天前,"The Royal Air Force has launched targeted strikes against military facilities used by Houthi rebels in Yemen, with Rishi Sunak ...",2024-01-16 23:44:51.729026
/watch?v=xeVAV3FD0s4&pp=ygUFV1dJSUk%3D,/@flawlesswargamer312,Flawless War Gamer,The battle for Germany ▶ World War 3 Episode 6 (Full Arma 3 Machinima),觀看次數：134萬次,1 年前,ARMA3 Machinima Cinematic Movie by Flawless War Gamer (The battle for Germany ▷ World War 3 Episode 6) Subscribe Link: ...,2024-01-16 23:44:51.731946
/watch?v=l46oWMu3b9M&pp=ygUFV1dJSUk%3D,/@TomBilyeu,Tom Bilyeu,"CIA Spy On WW3, Jeffrey Epstein, Israel-Hamas, AI & Social Media Brainwashing | Andrew Bustamante",觀看次數：102萬次,11 天前,"We're delving deep into the unsettling realities of our chaotic world with former CIA spy, Andrew Bustamante. As we face an ...",2024-01-16 23:44:51.736085
/watch?v=xHr-39_ytrk&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,Japan's World War 3 Plan,觀看次數：99萬次,7 個月前,"Japan finds itself at a crossroads. After decades of post-World War II reforms and peace in the Pacific, the former military empire ...",2024-01-16 23:44:51.739053
/watch?v=gygtgETcikE&pp=ygUFV1dJSUk%3D,/@AFGuidesHD,AFGuidesHD,World War 3 - NATO-Soviet War - World in Conflict Cinematic,觀看次數：204萬次,2 年前,World War 3 - NATO-Soviet War - World in Conflict Cinematic.,2024-01-16 23:44:51.742101
/watch?v=60yZtdfHRUU&pp=ygUFV1dJSUk%3D,/@YahooFinance,Yahoo Finance,Nouriel Roubini: ‘World War III has already started’,觀看次數：6.2萬次,1 年前,"About Yahoo Finance: At Yahoo Finance, you get free stock quotes, up-to-date news, portfolio management resources, ...",2024-01-16 23:44:51.744993
/watch?v=I6YnuKYJOMk&pp=ygUFV1dJSUk%3D,/@WealthyExpat,Wealthy Expat,World War 3 is Inevitable: How to Prepare,觀看次數：6.3萬次,1 個月前,"Summary of this video: In this transcript, Wealthy Expat discusses his thoughts on preparing for a potential World War III.",2024-01-16 23:44:51.748106
/watch?v=DqHctQwqgQ0&pp=ygUFV1dJSUk%3D,/@WhatIfScienceShow,What If,What If World War III Happened Tomorrow?,觀看次數：578萬次,4 年前,"Human history has been full of battles and wars, some big and some small. But if World War 3 were to happen, it might be ...",2024-01-16 23:44:51.752026
/watch?v=MC6-QCGP23o&pp=ygUFV1dJSUk%3D,/@TheInfographicsShow,The Infographics Show,France's World War 3 Plan,觀看次數：85萬次,9 個月前,How is France preparing its military for a full scale conflict with Russia? Check out France's World War 3 plan to find out how this ...,2024-01-16 23:44:51.754994
/watch?v=tzp_gj7EQMM&pp=ygUFV1dJSUk%3D,/@sd-musiclub9676,SD-Musiclub,WWIII (Clean Edit) - grandson,觀看次數：7421次,3 年前,WWIII (Clean Edit) - grandson This is not my song. All rights go to grandson and his associated labels. I will not monetize.,2024-01-16 23:44:51.757843
/watch?v=iCsoPkGd61I&pp=ygUFV1dJSUk%3D,/@HAGEEMINISTRIES,Hagee Ministries,"Pastor John Hagee - ""Jerusalem and WWIII""",觀看次數：101萬次,1 年前,America did not enter WWII until Pearl Harbor. War was being waged for two years and three months before America was forced ...,2024-01-16 23:44:51.761826
/watch?v=BuUWw_Jm8Lo&pp=ygUFV1dJSUk%3D,/@flawlesswargamer312,Flawless War Gamer,The Chinese invasion of America ▶ World War 3 Full Episode 5 (ArmA III Machinima),觀看次數：236萬次,2 年前,ARMA3 Cinematic Trailer by Flawless War Gamer. (The Chinese invasion of America ▷ World War 3 Full Episode 5 (ArmA III ...,2024-01-16 23:44:51.764810
/watch?v=Q44F5qyQKeM&pp=ygUFV1dJSUk%3D,/@DivineMercy_Official,Divine Mercy,World War III? Mary at Cuapa Tells What Heaven Wants - Explaining the Faith with Fr. Chris Alar,觀看次數：25萬次,直播時間：10 天前,"The approved Marian apparitions at Cuapa, Nicaragua, are incredibly connected to Fatima in that Mary tells us what Heaven ...",2024-01-16 23:44:51.767681
/watch?v=vZYXdeL5nfk&pp=ygUFV1dJSUk%3D,/@TheRanveerShowClips,TRS Clips,World War 3 Is Coming - Robert Kiyosaki’s Message To The World,觀看次數：136萬次,4 個月前,Follow Robert Kiyosaki's Social Media Handles:- Instagram - https://instagram.com/therealkiyosaki Facebook ...,2024-01-16 23:44:51.770631
/watch?v=SZ9IEpJoNjk&pp=ygUFV1dJSUk%3D,/@Sideprojects,Sideprojects,5 Unusual Places World War 3 Could Begin,觀看次數：48萬次,6 個月前,Is World War 3 on the horizon? This eye-opening video reveals 5 lesser-known conflicts that could ignite a global catastrophe.,2024-01-16 23:44:51.774627
/watch?v=5Pqv0nocRgA&pp=ygUFV1dJSUk%3D,/@WyattStav,Wyatt Stav,Wyatt Stav - Machine Gun Kelly - WWIII (Drum Cover),觀看次數：3.9萬次,2 年前,Other Videos: Unboxing An Entire New Cymbal Set - Zildjian K Sweet https://youtu.be/owyGody4L3k Unboxing New Sennheiser ...,2024-01-16 23:44:51.777512
